sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
200750,It reckons the output gap this year will be 5% of GDP; it would have been 10% had potential remained on its 2007 trajectory.,had potential remained on its 2007 trajectory,it would have been 10,78,122,55,75
200751,"'Every Dem who is up in either 2010 or 2012 knows that last night was big - if the right wing hadn't meddled in New York's 23rd, that would have gone GOP, too,' said former Nebraska Sen.",if the right wing hadn't meddled in New York's 23rd,"that would have gone GOP, too",76,126,129,157
200752,"But any move by Ecuador that would have granted Snowden asylum would likely have drawn the wrath of the Obama administration, which has not been shy about denouncing governments for sheltering Snowden.",But any move by Ecuador that would have granted Snowden asylum,would likely have drawn the wrath of the Obama administration,0,61,63,123
200753,"Rather, if the president were truly serious about helping Venezuelans, he would grant the many thousands now in the United States temporary protected status, allowing them to remain here safely until conditions improve in Venezuela.",if the president were truly serious about helping Venezuelans,he would grant the many thousands now in the United States temporary protected status,8,68,71,155
200754,I ran the numbers earlier today to see what would have happened if I had held on to Ophthotech on the hopes that they would be able to turn their ship around.,if I had held on to Ophthotech on the hopes that they would be able to turn their ship around,what would have happened,64,156,39,62
200755,Cisse says he would have won 51 percent of the vote but for ballot box stuffing and other cheating by Keita's camp.,but for ballot box stuffing and other cheating by Keita's camp,he would have won 51 percent of the vote,52,113,11,50
200756,"""If not for some people not doing phone interviews, the results could have not been limited, the researchers note.""",If not for some people not doing phone interviews,the results could have not been limited,1,49,52,90
200757,"In particular, there are a bunch of senior Republican Senators who realize they would be incoming committee chairmen if the Tea Party candidates hadn't been nominated and trounced.",if the Tea Party candidates hadn't been nominated and trounced,there are a bunch of senior Republican Senators who realize they would be incoming committee chairmen,117,178,15,115
200758,Throw in the NotPetya cyber attack in 2017 and its impact on TNT Express -- FedEx CEO Fred Smith believed it would have bankrupted TNT had it been a stand-alone company -- and it's clear that the acquisition integration hasn't progressed as originally intended.,had it been a stand-alone company,it would have bankrupted TNT,135,167,106,133
200759,"""Frankly, if I had paid more than are legally due, I don't think I'd be qualified to become president,"" he said.",if I had paid more than are legally due,I don't think I'd be qualified to become president,10,48,51,100
200760,so the grandparents who fill in for the actual parents must be like superheroes! i wish they were my parents just so my kids would have grandparents who actually wanted to just know them better.,i wish they were my parents,just so my kids would have grandparents who actually wanted to just know them better,81,107,109,192
200761,"(The final number in the Michigan exit poll was 53%.) Had Mitchell simply copied the New England ratios, its forecast lead for Mrs Clintons would have shrunk to the mid-teens, the same range calculated by its competitors like Marist, YouGov and Monmouth.",Had Mitchell simply copied the New England ratios,its forecast lead for Mrs Clintons would have shrunk to the mid-teens,54,102,105,173
